Concurso ;Data;Coluna1 ;Coluna2 ;Coluna3 ;Coluna4 ;Coluna5 ;Coluna6 ;Media;Mediana;Premio_Acum;Sorteio_ Especial ;Classe
1027;03/12/2008;18;20;33;44;47;60;37;38.5;YES;NO;BCDEEF
1028;06/12/2008;20;26;34;51;52;54;39.5;42.5;YES;NO;CCDFFF
1029;10/12/2008;5;16;17;20;24;32;19;18.5;NO;NO;ABBCCD
1030;13/12/2008;1;8;23;37;54;57;30;30;YES;NO;AACDFF
1031;17/12/2008;24;33;40;43;46;49;39.16;41.5;NO;NO;CDEEEE
1032;20/12/2008;15;16;26;29;43;57;31;27.5;YES;NO;BBCCEF
1033;24/12/2008;5;6;17;33;39;54;25.66;25;YES;NO;AABDDF
1034;27/12/2008;1;3;18;20;42;49;22.16;19;YES;NO;AABCEE
1035;31/12/2008;1;11;26;51;59;60;34.66;38.5;YES;NO;ABCFFF
1036;03/01/2009;10;27;36;39;41;52;34.16;37.5;NO;NO;BCDDEF
1037;07/01/2009;4;36;44;46;53;56;39.83;45;YES;NO;ADEEFF
1038;10/01/2009;6;7;28;35;43;51;28.33;31.5;YES;NO;AACDEF
1039;14/01/2009;2;20;24;27;36;52;26.83;25.5;YES;NO;ACCCDF
1040;17/01/2009;1;6;28;39;44;55;28.83;33.5;YES;NO;AACDEF
1041;21/01/2009;10;12;36;44;54;57;35.5;40;NO;NO;BBDEFF
1042;24/01/2009;13;18;25;30;46;51;30.5;27.5;YES;NO;BBCDEF
1043;28/01/2009;14;21;25;48;51;60;36.5;36.5;YES;NO;BCCEFF
1044;31/01/2009;10;11;13;35;39;58;27.66;24;YES;NO;BBBDDF
1045;04/02/2009;1;5;6;17;31;50;18.33;11.5;YES;NO;AAABDF
1046;07/02/2009;28;40;42;54;55;57;46;48;NO;NO;CEEFFF
1047;11/02/2009;1;2;8;10;14;48;13.83;9;YES;NO;AAABBE
1048;14/02/2009;3;16;21;28;38;57;27.16;24.5;NO;NO;ABCCDF
1049;18/02/2009;2;5;17;29;34;52;23.16;23;NO;NO;AABCDF
1050;21/02/2009;14;24;26;33;45;60;33.66;29.5;YES;NO;BCCDEF
1051;25/02/2009;7;10;11;13;43;57;23.5;12;YES;NO;ABBBEF
1052;28/02/2009;8;11;15;16;52;57;26.5;15.5;NO;NO;ABBBFF
1053;04/03/2009;15;27;34;42;49;53;36.66;38;NO;NO;BCDEEF
1054;07/03/2009;13;14;18;27;41;60;28.83;22.5;YES;NO;BBBCEF
1055;11/03/2009;12;15;16;20;27;32;20.33;18;NO;NO;BBBCCD
1056;14/03/2009;6;8;38;50;53;59;35.66;44;NO;NO;AADFFF
1057;18/03/2009;2;3;4;15;49;59;22;9.5;YES;NO;AAABEF
1058;21/03/2009;18;20;24;45;51;57;35.83;34.5;NO;NO;BCCEFF
1059;25/03/2009;1;12;14;16;37;45;20.83;15;NO;NO;ABBBDE
1060;28/03/2009;1;3;16;18;41;42;20.16;17;NO;NO;AABBEE
1061;01/04/2009;9;21;23;30;41;56;30;26.5;YES;NO;ACCDEF
1062;04/04/2009;2;8;23;33;37;55;26.33;28;YES;NO;AACDDF
1063;08/04/2009;1;22;44;47;49;50;35.5;45.5;YES;NO;ACEEEF
1064;11/04/2009;4;16;19;28;29;49;24.16;23.5;YES;NO;ABBCCE
1065;15/04/2009;7;19;30;39;43;57;32.5;34.5;YES;NO;ABDDEF
1066;18/04/2009;6;10;25;32;43;49;27.5;28.5;YES;NO;ABCDEE
1067;22/04/2009;4;10;14;25;28;56;22.83;19.5;YES;NO;ABBCCF
1068;25/04/2009;25;27;44;47;48;57;41.33;45.5;YES;NO;CCEEEF
1069;29/04/2009;9;17;28;45;49;53;33.5;36.5;NO;NO;ABCEEF
1070;02/05/2009;5;8;16;23;41;53;24.33;19.5;NO;NO;AABCEF
1071;06/05/2009;5;7;37;43;53;54;33.16;40;YES;NO;AADEFF
1072;09/05/2009;9;18;19;43;47;54;31.66;31;YES;NO;ABBEEF
1073;13/05/2009;8;25;32;34;36;44;29.83;33;YES;NO;ACDDDE
1074;16/05/2009;3;10;23;29;47;50;27;26;YES;NO;ABCCEF
1075;20/05/2009;10;12;16;21;39;53;25.16;18.5;YES;NO;BBBCDF
1076;23/05/2009;4;10;19;32;33;42;23.33;25.5;YES;NO;ABBDDE
1077;27/05/2009;5;6;9;11;18;37;14.33;10;NO;NO;AAABBD
1078;30/05/2009;3;6;34;41;43;45;28.66;37.5;YES;NO;AADEEE
1079;03/06/2009;5;12;24;28;36;37;23.66;26;NO;NO;ABCCDD
1080;06/06/2009;11;18;20;34;41;56;30;27;YES;NO;BBCDEF
1081;10/06/2009;9;16;24;29;52;56;31;26.5;YES;NO;ABCCFF
1082;13/06/2009;4;17;38;40;50;55;34;39;YES;NO;ABDEFF
1083;17/06/2009;10;20;23;28;42;43;27.66;25.5;YES;NO;BCCCEE
1084;20/06/2009;5;20;29;33;40;59;31;31;YES;NO;ACCDEF
1085;24/06/2009;12;21;39;40;50;55;36.16;39.5;YES;NO;BCDEFF
1086;27/06/2009;2;4;6;10;23;45;15;8;NO;NO;AAABCE
1087;01/07/2009;3;20;28;32;36;46;27.5;30;YES;NO;ACCDDE
1088;04/07/2009;6;24;31;35;42;57;32.5;33;YES;NO;ACDDEF
1089;08/07/2009;2;18;20;32;37;48;26.16;26;YES;NO;ABCDDE
1090;11/07/2009;9;20;24;36;40;42;28.5;30;YES;NO;ACCDEE
1091;15/07/2009;17;23;24;27;49;56;32.66;25.5;YES;NO;BCCCEF
1092;18/07/2009;1;9;30;33;34;40;24.5;31.5;YES;NO;AADDDE
1093;22/07/2009;19;23;27;38;41;49;32.83;32.5;YES;NO;BCCDEE
1094;25/07/2009;9;10;21;36;41;48;27.5;28.5;NO;NO;ABCDEE
1095;29/07/2009;10;16;21;23;27;36;22.16;22;YES;NO;BBCCCD
1096;01/08/2009;3;13;14;16;41;52;23.16;15;YES;NO;ABBBEF
1097;05/08/2009;1;17;21;33;48;56;29.33;27;NO;NO;ABCDEF
1098;08/08/2009;11;20;21;30;50;52;30.66;25.5;NO;NO;BCCDFF
1099;12/08/2009;14;31;35;38;44;55;36.16;36.5;YES;NO;BDDDEF
1100;15/08/2009;7;17;18;33;41;42;26.33;25.5;YES;NO;ABBDEE
1101;19/08/2009;6;7;10;12;24;57;19.33;11;NO;NO;AABBCF
1102;22/08/2009;9;11;23;35;46;51;29.16;29;YES;NO;ABCDEF
1103;26/08/2009;10;19;28;41;55;56;34.83;34.5;YES;NO;BBCEFF
1104;29/08/2009;2;3;6;35;49;58;25.5;20.5;YES;NO;AAADEF
1105;02/09/2009;1;15;28;43;50;57;32.33;35.5;NO;NO;ABCEFF
1106;05/09/2009;4;15;43;47;50;60;36.5;45;YES;NO;ABEEFF
1107;09/09/2009;3;9;20;36;53;54;29.16;28;YES;NO;AACDFF
1108;12/09/2009;7;9;39;43;44;60;33.66;41;YES;NO;AADEEF
1109;16/09/2009;6;8;11;14;29;52;20;12.5;YES;NO;AABBCF
1110;19/09/2009;6;14;26;28;42;45;26.83;27;NO;NO;ABCCEE
1111;23/09/2009;4;9;25;32;33;43;24.33;28.5;NO;NO;AACDDE
1112;26/09/2009;4;32;34;43;52;58;37.16;38.5;YES;NO;ADDEFF
1113;30/09/2009;3;6;29;36;47;59;30;32.5;NO;NO;AACDEF
1114;03/10/2009;3;15;16;22;25;54;22.5;19;NO;NO;ABBCCF
1115;07/10/2009;18;30;37;41;44;50;36.66;39;YES;NO;BDDEEF
1116;10/10/2009;4;9;13;17;20;47;18.33;15;NO;NO;AABBCE
1117;14/10/2009;1;6;17;27;35;40;21;22;YES;NO;AABCDE
1118;17/10/2009;8;20;21;43;44;55;31.83;32;YES;NO;ACCEEF
1119;21/10/2009;10;34;41;44;45;54;38;42.5;YES;NO;BDEEEF
1120;24/10/2009;7;35;40;44;50;55;38.5;42;YES;NO;ADEEFF
1121;28/10/2009;4;17;18;54;56;59;34.66;36;NO;NO;ABBFFF
1122;31/10/2009;26;44;46;49;55;56;46;47.5;YES;NO;CEEEFF
1123;04/11/2009;4;14;19;39;45;60;30.16;29;YES;NO;ABBDEF
1124;07/11/2009;7;11;16;18;33;49;22.33;17;YES;NO;ABBBDE
1125;11/11/2009;3;7;29;33;42;56;28.33;31;NO;NO;AACDEF
1126;14/11/2009;4;31;42;52;57;59;40.83;47;YES;NO;ADEFFF
1127;18/11/2009;5;8;14;24;29;30;18.33;19;NO;NO;AABCCD
1128;21/11/2009;8;16;24;39;52;60;33.16;31.5;NO;NO;ABCDFF
1129;25/11/2009;12;17;19;32;47;55;30.33;25.5;YES;NO;BBBDEF
1130;28/11/2009;5;18;23;32;49;54;30.16;27.5;YES;NO;ABCDEF
1131;02/12/2009;1;8;16;34;36;49;24;25;YES;NO;AABDDE
1132;05/12/2009;12;27;30;33;52;55;34.83;31.5;YES;NO;BCDDFF
1133;09/12/2009;5;10;16;21;39;58;24.83;18.5;NO;NO;ABBCDF
1134;12/12/2009;9;22;29;36;51;56;33.83;32.5;YES;NO;ACCDFF
1135;16/12/2009;4;5;6;19;23;39;16;12.5;NO;NO;AAABCD
1136;19/12/2009;7;31;32;34;37;43;30.66;33;YES;NO;ADDDDE
1137;22/12/2009;19;21;25;28;43;50;31;26.5;YES;NO;BCCCEF
1138;24/12/2009;2;4;15;18;25;36;16.66;16.5;YES;NO;AABBCD
1139;26/12/2009;9;28;31;36;37;42;30.5;33.5;YES;NO;ACDDDE
1140;31/12/2009;10;27;40;46;49;58;38.33;43;NO;NO;BCEEEF
1141;02/01/2010;9;37;40;50;58;60;42.33;45;YES;NO;ADEFFF
1142;06/01/2010;3;15;26;28;31;58;26.83;27;YES;NO;ABCCDF
1143;09/01/2010;3;30;35;44;47;60;36.5;39.5;YES;NO;ADDEEF
1144;13/01/2010;1;10;18;19;44;49;23.5;18.5;YES;NO;ABBBEE
1145;16/01/2010;3;16;19;24;33;60;25.83;21.5;NO;NO;ABBCDF
1146;20/01/2010;6;10;28;33;34;53;27.33;30.5;YES;NO;ABCDDF
1147;23/01/2010;6;23;31;33;39;52;30.66;32;YES;NO;ACDDDF
1148;27/01/2010;27;28;29;32;48;55;36.5;30.5;YES;NO;CCCDEF
1149;30/01/2010;7;8;23;36;46;54;29;29.5;YES;NO;AACDEF
1150;03/02/2010;15;17;28;31;35;52;29.66;29.5;YES;NO;BBCDDF
1151;06/02/2010;1;4;14;21;25;51;19.33;17.5;YES;NO;AABCCF
1152;10/02/2010;14;20;29;36;44;47;31.66;32.5;YES;NO;BCCDEE
1153;13/02/2010;6;17;19;34;46;55;29.5;26.5;YES;NO;ABBDEF
1154;17/02/2010;4;12;14;21;26;28;17.5;17.5;YES;NO;ABBCCC
1155;20/02/2010;20;28;40;41;51;58;39.66;40.5;YES;NO;CCEEFF
1156;24/02/2010;9;24;31;44;48;49;34.16;37.5;YES;NO;ACDEEE
1157;27/02/2010;9;29;41;43;46;49;36.16;42;NO;NO;ACEEEE
1158;03/03/2010;23;30;31;54;55;60;42.16;42.5;YES;NO;CDDFFF
1159;06/03/2010;5;6;34;46;53;55;33.16;40;YES;NO;AADEFF
1160;10/03/2010;1;3;5;18;40;48;19.16;11.5;NO;NO;AAABEE
1161;13/03/2010;4;7;42;47;48;51;33.16;44.5;YES;NO;AAEEEF
1162;17/03/2010;18;22;25;30;31;41;27.83;27.5;YES;NO;BCCDDE
1163;20/03/2010;5;17;31;47;51;53;34;39;YES;NO;ABDEFF
1164;24/03/2010;6;14;17;26;40;49;25.33;21.5;YES;NO;ABBCEE
1165;27/03/2010;20;40;42;52;54;60;44.66;47;YES;NO;CEEFFF
1166;31/03/2010;22;28;30;31;35;54;33.33;30.5;YES;NO;CCDDDF
1167;03/04/2010;20;28;43;51;52;56;41.66;47;YES;NO;CCEFFF
1168;07/04/2010;4;5;20;47;53;56;30.83;33.5;YES;NO;AACEFF
1169;10/04/2010;1;11;14;23;42;48;23.16;18.5;NO;NO;ABBCEE
1170;14/04/2010;11;13;27;34;46;49;30;30.5;NO;NO;BBCDEE
1171;17/04/2010;3;10;13;30;41;57;25.66;21.5;YES;NO;ABBDEF
1172;20/04/2010;6;12;28;43;52;56;32.83;35.5;YES;NO;ABCEFF
1173;24/04/2010;5;7;24;25;36;47;24;24.5;YES;NO;AACCDE
1174;28/04/2010;6;7;39;47;51;52;33.66;43;YES;NO;AADEFF
1175;30/04/2010;2;3;12;16;37;47;19.5;14;YES;NO;AABBDE
1176;05/05/2010;11;14;21;30;33;49;26.33;25.5;YES;NO;BBCDDE
1177;08/05/2010;33;38;47;50;52;55;45.83;48.5;NO;NO;DDEFFF
1178;12/05/2010;1;22;30;45;50;53;33.5;37.5;YES;NO;ACDEFF
1179;15/05/2010;5;22;28;47;59;60;36.83;37.5;YES;NO;ACCEFF
1180;19/05/2010;12;30;34;44;57;60;39.5;39;YES;NO;BDDEFF
1181;22/05/2010;18;20;26;31;44;45;30.66;28.5;YES;NO;BCCDEE
1182;26/05/2010;2;4;29;52;56;60;33.83;40.5;YES;NO;AACFFF
1183;29/05/2010;5;10;12;20;29;37;18.83;16;NO;NO;ABBCCD
1184;02/06/2010;4;9;23;27;28;30;20.16;25;YES;NO;AACCCD
1185;05/06/2010;2;10;21;35;43;54;27.5;28;YES;NO;ABCDEF
1186;09/06/2010;7;8;12;13;15;41;16;12.5;NO;NO;AABBBE
1187;12/06/2010;8;17;19;40;43;49;29.33;29.5;YES;NO;ABBEEE
1188;16/06/2010;9;20;44;52;59;60;40.66;48;YES;NO;ACEFFF
1189;19/06/2010;14;21;27;31;35;50;29.66;29;YES;NO;BCCDDF
1190;23/06/2010;10;11;19;37;53;56;31;28;NO;NO;BBBDFF
1191;26/06/2010;3;11;16;22;25;33;18.33;19;YES;NO;ABBCCD
1192;30/06/2010;17;20;49;52;57;59;42.33;50.5;YES;NO;BCEFFF
1193;03/07/2010;2;9;12;14;32;54;20.5;13;YES;NO;AABBDF
1194;07/07/2010;6;13;24;41;50;53;31.16;32.5;YES;NO;ABCEFF
1195;10/07/2010;17;20;26;27;55;57;33.66;26.5;NO;NO;BCCCFF
1196;14/07/2010;3;6;19;20;58;60;27.66;19.5;YES;NO;AABCFF
1197;17/07/2010;36;37;39;49;54;60;45.83;44;YES;NO;DDDEFF
1198;21/07/2010;22;29;36;41;48;58;39;38.5;YES;NO;CCDEEF
1199;24/07/2010;16;19;23;28;39;58;30.5;25.5;YES;NO;BBCCDF
1200;28/07/2010;3;10;11;39;54;56;28.83;25;NO;NO;ABBDFF
1201;31/07/2010;28;32;36;49;55;60;43.33;42.5;YES;NO;CDDEFF
1202;04/08/2010;8;9;11;48;53;60;31.5;29.5;YES;NO;AABEFF
1203;07/08/2010;7;9;30;33;38;55;28.66;31.5;YES;NO;AADDDF
1204;11/08/2010;5;10;25;39;43;52;29;32;YES;NO;ABCDEF
1205;14/08/2010;4;13;14;26;29;35;20.16;20;YES;NO;ABBCCD
1206;18/08/2010;2;6;11;36;37;48;23.33;23.5;YES;NO;AABDDE
1207;21/08/2010;9;11;22;32;35;56;27.5;27;YES;NO;ABCDDF
1208;25/08/2010;1;12;20;26;45;54;26.33;23;YES;NO;ABCCEF
1209;28/08/2010;5;14;17;30;35;38;23.16;23.5;YES;NO;ABBDDD
1210;01/09/2010;3;7;9;10;31;34;15.66;9.5;YES;NO;AAABDD
1211;04/09/2010;3;15;31;36;48;54;31.16;33.5;NO;NO;ABDDEF
1212;08/09/2010;2;23;33;35;40;50;30.5;34;YES;NO;ACDDEF
1213;11/09/2010;3;11;26;34;45;53;28.66;30;YES;NO;ABCDEF
1214;15/09/2010;5;29;30;36;41;48;31.5;33;YES;NO;ACDDEE
1215;18/09/2010;10;25;30;47;50;51;35.5;38.5;YES;NO;BCDEFF
1216;22/09/2010;4;7;13;25;27;58;22.33;19;YES;NO;AABCCF
1217;25/09/2010;5;11;15;28;43;50;25.33;21.5;YES;NO;ABBCEF
1218;29/09/2010;10;23;29;31;33;46;28.66;30;YES;NO;BCCDDE
1219;02/10/2010;2;33;34;37;41;53;33.33;35.5;YES;NO;ADDDEF
1220;06/10/2010;5;15;43;48;52;55;36.33;45.5;NO;NO;ABEEFF
1221;09/10/2010;5;14;37;43;46;58;33.83;40;YES;NO;ABDEEF
1222;13/10/2010;5;8;19;26;48;57;27.16;22.5;YES;NO;AABCEF
1223;16/10/2010;15;17;35;42;47;48;34;38.5;YES;NO;BBDEEE
1224;20/10/2010;19;21;27;41;53;57;36.33;34;NO;NO;BCCEFF
1225;23/10/2010;31;32;34;40;50;55;40.33;37;NO;NO;DDDEFF
1226;27/10/2010;10;31;40;50;55;56;40.33;45;YES;NO;BDEFFF
1227;30/10/2010;4;28;30;31;35;54;30.33;30.5;NO;NO;ACDDDF
1228;03/11/2010;10;23;36;50;52;60;38.5;43;YES;NO;BCDFFF
1229;06/11/2010;12;30;32;40;49;60;37.16;36;YES;NO;BDDEEF
1230;10/11/2010;9;12;19;22;35;37;22.33;20.5;YES;NO;ABBCDD
1231;13/11/2010;5;20;23;27;39;49;27.16;25;NO;NO;ACCCDE
1232;17/11/2010;8;11;12;15;18;22;14.33;13.5;YES;NO;ABBBBC
1233;20/11/2010;22;29;32;49;54;59;40.83;40.5;YES;NO;CCDEFF
1234;24/11/2010;3;5;19;24;30;35;19.33;21.5;YES;NO;AABCDD
1235;27/11/2010;10;16;20;26;49;55;29.33;23;YES;NO;BBCCEF
1236;01/12/2010;3;8;17;20;38;53;23.16;18.5;YES;NO;AABCDF
1237;04/12/2010;5;18;21;26;39;59;28;23.5;NO;NO;ABCCDF
1238;08/12/2010;13;14;24;39;40;45;29.16;31.5;YES;NO;BBCDEE
1239;11/12/2010;1;15;37;39;48;52;32;38;YES;NO;ABDDEF
1240;15/12/2010;8;9;12;22;42;49;23.66;17;YES;NO;AABCEE
1241;18/12/2010;10;13;25;26;28;45;24.5;25.5;YES;NO;BBCCCE
1242;20/12/2010;11;34;45;48;51;54;40.5;46.5;YES;NO;BDEEFF
1243;22/12/2010;9;19;23;29;32;57;28.16;26;YES;NO;ABCCDF
1244;24/12/2010;2;8;15;25;34;45;21.5;20;YES;NO;AABCDE
1245;31/12/2010;2;10;34;37;43;50;29.33;35.5;NO;NO;ABDDEF
1246;05/01/2011;10;37;40;43;57;59;41;41.5;YES;NO;BDEEFF
1247;08/01/2011;3;9;11;24;36;51;22.33;17.5;YES;NO;AABCDF
1248;12/01/2011;20;33;34;57;58;60;43.66;45.5;YES;NO;CDDFFF
1249;15/01/2011;3;8;36;40;51;53;31.83;38;NO;NO;AADEFF
1250;19/01/2011;1;2;24;40;51;59;29.5;32;YES;NO;AACEFF
1251;22/01/2011;5;27;34;46;48;52;35.33;40;YES;NO;ACDEEF
1252;26/01/2011;2;14;35;39;49;51;31.66;37;YES;NO;ABDDEF
1253;29/01/2011;2;17;23;43;44;51;30;33;YES;NO;ABCEEF
1254;02/02/2011;7;9;14;18;29;39;19.33;16;YES;NO;AABBCD
1255;05/02/2011;5;23;38;39;51;54;35;38.5;YES;NO;ACDDFF
1256;09/02/2011;26;33;35;38;43;53;38;36.5;YES;NO;CDDDEF
1257;12/02/2011;2;15;26;27;30;52;25.33;26.5;NO;NO;ABCCDF
1258;16/02/2011;11;26;47;55;57;59;42.5;51;YES;NO;BCEFFF
1259;19/02/2011;4;6;39;46;54;58;34.5;42.5;YES;NO;AADEFF
1260;23/02/2011;19;23;29;31;41;53;32.66;30;YES;NO;BCCDEF
1261;26/02/2011;10;14;22;41;42;53;30.33;31.5;YES;NO;BBCEEF
1262;02/03/2011;5;7;8;9;11;39;13.16;8.5;NO;NO;AAAABD
1263;05/03/2011;4;18;26;36;41;53;29.66;31;YES;NO;ABCDEF
1264;09/03/2011;4;17;36;37;51;56;33.5;36.5;YES;NO;ABDDFF
1265;12/03/2011;13;19;24;46;50;60;35.33;35;YES;NO;BBCEFF
1266;16/03/2011;6;10;33;39;42;60;31.66;36;YES;NO;ABDDEF
1267;19/03/2011;4;20;30;41;47;58;33.33;35.5;YES;NO;ACDEEF
1268;23/03/2011;3;16;17;44;53;60;32.16;30.5;YES;NO;ABBEFF
1269;26/03/2011;4;5;15;17;27;51;19.83;16;NO;NO;AABBCF
1270;30/03/2011;5;9;24;31;33;42;24;27.5;YES;NO;AACDDE
1271;02/04/2011;1;2;39;48;52;59;33.5;43.5;YES;NO;AADEFF
1272;06/04/2011;13;26;27;28;35;52;30.16;27.5;YES;NO;BCCCDF
1273;09/04/2011;13;19;26;40;58;60;36;33;YES;NO;BBCEFF
1274;13/04/2011;13;17;21;39;40;59;31.5;30;YES;NO;BBCDEF
1275;16/04/2011;2;14;48;55;58;60;39.5;51.5;YES;NO;ABEFFF
1276;20/04/2011;5;9;11;22;36;40;20.5;16.5;NO;NO;AABCDE
1277;23/04/2011;12;18;31;50;59;60;38.33;40.5;YES;NO;BBDFFF
1278;27/04/2011;4;16;24;25;30;56;25.83;24.5;YES;NO;ABCCDF
1279;30/04/2011;8;14;29;35;36;40;27;32;YES;NO;ABCDDE
1280;04/05/2011;6;10;16;20;29;54;22.5;18;YES;NO;ABBCCF
1281;07/05/2011;8;11;14;30;36;38;22.83;22;NO;NO;ABBDDD
1282;11/05/2011;4;23;39;52;55;56;38.16;45.5;YES;NO;ACDFFF
1283;14/05/2011;8;30;40;44;59;60;40.16;42;YES;NO;ADEEFF
1284;18/05/2011;20;21;26;29;31;36;27.16;27.5;YES;NO;CCCCDD
1285;21/05/2011;10;15;28;31;33;38;25.83;29.5;YES;NO;BBCDDD
1286;25/05/2011;2;5;28;33;51;52;28.5;30.5;YES;NO;AACDFF
1287;28/05/2011;11;12;31;33;42;52;30.16;32;YES;NO;BBDDEF
1288;01/06/2011;17;30;32;40;42;56;36.16;36;YES;NO;BDDEEF
1289;04/06/2011;1;3;8;13;27;52;17.33;10.5;NO;NO;AAABCF
1290;08/06/2011;2;3;14;23;34;50;21;18.5;YES;NO;AABCDF
1291;11/06/2011;18;40;47;54;57;58;45.66;50.5;YES;NO;BEEFFF
1292;15/06/2011;9;11;23;30;31;54;26.33;26.5;YES;NO;ABCDDF
1293;18/06/2011;1;13;24;40;44;50;28.66;32;YES;NO;ABCEEF
1294;22/06/2011;4;6;29;48;50;51;31.33;38.5;YES;NO;AACEFF
1295;25/06/2011;2;5;15;20;43;57;23.66;17.5;NO;NO;AABCEF
1296;29/06/2011;10;14;43;46;49;53;35.83;44.5;YES;NO;BBEEEF
1297;02/07/2011;2;5;11;13;56;59;24.33;12;YES;NO;AABBFF
1298;06/07/2011;14;15;30;53;55;60;37.83;41.5;NO;NO;BBDFFF
1299;09/07/2011;8;22;32;43;53;56;35.66;37.5;YES;NO;ACDEFF
1300;13/07/2011;43;44;46;53;54;59;49.83;49.5;NO;NO;EEEFFF
1301;16/07/2011;3;16;23;25;51;56;29;24;NO;NO;ABCCFF
1302;20/07/2011;2;10;15;44;56;57;30.66;29.5;YES;NO;ABBEFF
1303;23/07/2011;8;19;46;51;52;54;38.33;48.5;YES;NO;ABEFFF
1304;27/07/2011;7;14;15;20;23;35;19;17.5;YES;NO;ABBCCD
1305;30/07/2011;3;5;11;36;44;46;24.16;23.5;YES;NO;AABDEE
1306;03/08/2011;6;19;22;34;43;45;28.16;28;YES;NO;ABCDEE
1307;06/08/2011;7;10;32;43;47;54;32.16;37.5;NO;NO;ABDEEF
1308;09/08/2011;7;8;24;30;33;47;24.83;27;YES;NO;AACDDE
1309;11/08/2011;7;12;25;26;32;39;23.5;25.5;YES;NO;ABCCDD
1310;13/08/2011;8;9;14;32;53;59;29.16;23;YES;NO;AABDFF
1311;17/08/2011;7;9;12;19;45;54;24.33;15.5;YES;NO;AABBEF
1312;20/08/2011;5;20;22;28;29;30;22.33;25;YES;NO;ACCCCD
1313;24/08/2011;1;4;26;39;43;49;27;32.5;YES;NO;AACDEE
1314;27/08/2011;38;42;44;52;58;60;49;48;YES;NO;DEEFFF
1315;31/08/2011;1;27;29;38;50;52;32.83;33.5;NO;NO;ACCDFF
1316;03/09/2011;8;13;25;34;42;48;28.33;29.5;NO;NO;ABCDEE
1317;08/09/2011;6;13;29;30;35;37;25;29.5;YES;NO;ABCDDD
1318;10/09/2011;11;14;16;28;34;46;24.83;22;YES;NO;BBBCDE
1319;14/09/2011;4;5;16;18;27;51;20.16;17;YES;NO;AABBCF
1320;17/09/2011;17;24;25;38;41;55;33.33;31.5;YES;NO;BCCDEF
1321;21/09/2011;10;47;51;53;59;60;46.66;52;NO;NO;BEFFFF
1322;24/09/2011;10;21;43;47;53;55;38.16;45;YES;NO;BCEEFF
1323;28/09/2011;6;15;25;37;48;55;31;31;YES;NO;ABCDEF
1324;01/10/2011;18;29;31;44;51;57;38.33;37.5;YES;NO;BCDEFF
1325;05/10/2011;2;5;16;20;35;43;20.16;18;YES;NO;AABCDE
1326;08/10/2011;10;11;18;19;30;50;23;18.5;YES;NO;BBBBDF
1327;13/10/2011;16;35;36;41;52;54;39;38.5;YES;NO;BDDEFF
1328;15/10/2011;10;23;27;43;53;59;35.83;35;NO;NO;BCCEFF
1329;19/10/2011;7;8;11;39;43;50;26.33;25;YES;NO;AABDEF
1330;22/10/2011;8;18;21;30;48;49;29;25.5;YES;NO;ABCDEE
1331;26/10/2011;9;24;26;39;46;57;33.5;32.5;NO;NO;ACCDEF
1332;29/10/2011;3;5;13;24;35;59;23.16;18.5;NO;NO;AABCDF
1333;03/11/2011;25;26;28;33;42;51;34.16;30.5;YES;NO;CCCDEF
1334;05/11/2011;1;6;8;10;25;27;12.83;9;YES;NO;AAABCC
1335;09/11/2011;3;14;20;22;49;51;26.5;21;NO;NO;ABCCEF
1336;12/11/2011;1;32;38;47;51;54;37.16;42.5;NO;NO;ADDEFF
1337;16/11/2011;2;20;35;38;45;51;31.83;36.5;YES;NO;ACDDEF
1338;19/11/2011;1;18;19;33;43;60;29;26;NO;NO;ABBDEF
1339;23/11/2011;7;10;14;16;54;59;26.66;15;YES;NO;ABBBFF
1340;26/11/2011;13;21;30;36;59;60;36.5;33;YES;NO;BCDDFF
1341;30/11/2011;1;11;20;37;40;52;26.83;28.5;YES;NO;ABCDEF
1342;03/12/2011;5;7;42;46;50;60;35;44;YES;NO;AAEEFF
1343;07/12/2011;19;20;31;42;51;56;36.5;36.5;YES;NO;BCDEFF
1344;10/12/2011;8;19;21;36;42;59;30.83;28.5;NO;NO;ABCDEF
1345;14/12/2011;7;17;19;26;40;50;26.5;22.5;YES;NO;ABBCEF
1346;17/12/2011;12;32;40;47;48;59;39.66;43.5;NO;NO;BDEEEF
1347;20/12/2011;9;19;45;46;54;56;38.16;45.5;YES;NO;ABEEFF
1348;22/12/2011;7;12;38;39;45;56;32.83;38.5;YES;NO;ABDDEF
1349;24/12/2011;9;19;20;50;51;60;34.83;35;NO;NO;ABCFFF
1350;31/12/2011;3;4;29;36;45;55;28.66;32.5;NO;NO;AACDEF
1351;04/01/2012;13;33;36;41;50;56;38.16;38.5;YES;NO;BDDEFF
1352;07/01/2012;9;18;24;35;36;59;30.16;29.5;YES;NO;ABCDDF
1353;11/01/2012;3;11;13;27;32;47;22.16;20;NO;NO;ABBCDE
1354;14/01/2012;2;8;38;42;48;49;31.16;40;NO;NO;AADEEE
1355;18/01/2012;11;17;24;39;46;49;31;31.5;YES;NO;BBCDEE
1356;21/01/2012;6;13;21;22;31;46;23.16;21.5;YES;NO;ABCCDE
1357;25/01/2012;1;19;24;26;52;55;29.5;25;YES;NO;ABCCFF
1358;28/01/2012;3;15;16;35;37;47;25.5;25.5;YES;NO;ABBDDE
1359;01/02/2012;6;10;12;17;28;53;21;14.5;YES;NO;ABBBCF
1360;04/02/2012;2;16;17;25;50;54;27.33;21;NO;NO;ABBCFF
